t [s],x_position_mid [m],u_velo [m/s],y_position_mid [m],vm_velo [m/s],psi [rad],r_angvelo [rad/s],true_wind_speed [m/s],true_wind_direction [rad],delta_rudder [rad],n_prop [rps],x_position_mid_hat [m],u_velo_hat [m/s],y_position_mid_hat [m],vm_velo_hat [m/s],psi_hat [rad],r_angvelo_hat [rad/s],true_wind_speed_hat [m/s],true_wind_direction_hat [rad],collision,apparent_wind_speed [m/s],apparent_wind_direction [rad],apparent_wind_speed_hat [m/s],apparent_wind_direction_hat [rad]
1.2,0.12263174207972032,0.1047779917520462,-6.92401178159251e-09,-1.0005727795654615e-08,9.86057287565233e-09,1.3838361849323732e-08,0.2013993534997004,3.141378191277348,0.0,10.0,0.13262609638374306,0.11794749031004005,0.005044843811918299,-0.006896338687871744,0.0010051369068279357,4.477609466632372e-06,0.2013993534997004,3.141378191277348,0,0.3061773436680207,3.1414515439896773,0.3061773436680207,3.1414515439896773
1.3,0.13310954125492494,0.10517439677130512,-7.821267458814416e-09,-1.029392739538599e-08,1.1244409060584703e-08,1.4161713900673086e-08,0.20271357554819222,3.133698689371069,0.0,10.0,0.17321048037981035,0.10686344742699924,0.007279800358502752,0.010038030972269414,-0.0009245962810166333,-0.0008915317589281448,0.20271357554819222,3.133698689371069,0,0.3078858148225701,3.1363952174191425,0.3078858148225701,3.1363952174191425
1.4000000000000001,0.14362698093205545,0.10557053289593574,-8.732397804353335e-09,-2.085476793710091e-08,1.2660580450652011e-08,2.9719221453612518e-08,0.2033288014966833,3.132633549482814,0.0,10.0,0.1450370464965322,0.10152145297679599,-0.009231629562344346,0.008625456499805558,0.0034223086779173015,-0.002407974542760218,0.2033288014966833,3.132633549482814,0,0.30889654567241287,3.1356953603218485,0.30889654567241287,3.1356953603218485
1.5000000000000002,0.15418403422164906,0.10596639690107118,-1.0684216175568705e-08,-3.2912433928257993e-08,1.5632502596013263e-08,4.7371967252608904e-08,0.20516980378370492,3.142014283746358,0.0,10.0,0.19035293100494788,0.10775513703942124,-0.0220488750262392,-0.00200739058850561,-0.001619219772990964,-0.0029175739610787536,0.20516980378370492,3.142014283746358,0,0.311136194465047,-3.1413147378190507,0.311136194465047,-3.1413147378190507
1.6000000000000003,0.16478067391175621,0.10636199287176183,-1.3809807570929888e-08,-3.235730166816492e-08,2.0369699321274154e-08,4.6177223197491256e-08,0.20506754941477653,3.1453029294949273,0.0,10.0,0.15634332658403627,0.10825880316798195,-0.04643340684894761,0.01056029722901824,-0.00027664305486088767,7.07950232093277e-05,0.20506754941477653,3.1453029294949273,0,0.31142906014749994,-3.1391496585018146,0.31142906014749994,-3.1391496585018146
1.7000000000000004,0.17541687319893245,0.10675731292520958,-1.682888155634545e-08,-2.7303394084776513e-08,2.498742164102328e-08,3.8319600642635354e-08,0.20593198243646335,3.138139322997975,0.0,10.0,0.2532595287068293,0.11924307878944253,0.036953754444373516,0.001513824326412821,-0.0012408910499315156,0.0008733538291892394,0.20593198243646335,3.138139322997975,0,0.3126888761855385,3.1393182430888165,0.3126888761855385,3.1393182430888165
1.8000000000000005,0.18609260449145348,0.10715236025325536,-1.9292461965690613e-08,-3.209123682230775e-08,2.8819381705286815e-08,4.512577730165538e-08,0.2050356862688895,3.1411010621722015,0.0,10.0,0.19314158649414212,0.1195063051085723,0.013230717646689902,0.0014932809640765465,0.002421355761630578,-0.00020224922968696012,0.2050356862688895,3.1411010621722015,0,0.3121880380280934,3.1412696694606193,0.3121880380280934,3.1412696694606193
1.9000000000000006,0.1968078405167791,0.10754712754726217,-2.219277917084529e-08,-3.2781234641084783e-08,3.333195943545235e-08,4.579898427532198e-08,0.2043806361268164,3.1346230329247713,0.0,10.0,0.24054134709532718,0.1078659074806889,-0.01721018415310422,-0.019574624985696197,-0.0018212689297647524,0.0005457360309189054,0.2043806361268164,3.1346230329247713,0,0.3119260523257447,3.137025902890411,0.3119260523257447,3.137025902890411
2.0000000000000004,0.2075625532715054,0.10794161532332228,-2.511242698567329e-08,-4.213150752380495e-08,3.791185786298455e-08,5.931309458680579e-08,0.2050882161030382,3.1557472731392497,0.0,10.0,0.18667325436287452,0.1129242789024457,0.03887870425593897,-0.02285674236218148,0.004033824883396399,-0.0019821242111331835,0.2050882161030382,3.1557472731392497,0,0.3130227465938661,-3.1323190769228386,0.3130227465938661,-3.1323190769228386
2.1000000000000005,0.21835671480383778,0.10833582830335142,-2.8916351020289908e-08,-2.3086662854480678e-08,4.384316732166513e-08,3.061334375461822e-08,0.2036961123004652,3.1676006610741667,0.0,10.0,0.2307791292383875,0.12049095798797527,0.019531674684827954,0.0030297862898464737,-0.00021910427518315962,-0.001352782947947357,0.2036961123004652,3.1676006610741667,0,0.31200802189228183,-3.1246143873196273,0.31200802189228183,-3.1246143873196273
2.2000000000000006,0.229190297634173,0.10872975842991074,-3.075003872101447e-08,1.110906404756067e-08,4.6904501697126954e-08,-2.0241914826026268e-08,0.2044096216976723,3.1432081230603264,0.0,10.0,0.22367244426945296,0.11654012369598019,-0.034550643103485476,0.008419992786284212,0.0017119831628448173,0.00013492464097516674,0.2044096216976723,3.1432081230603264,0,0.3131392875300547,-3.14053811027503,0.3131392875300547,-3.14053811027503
2.3000000000000007,0.24006327347716402,0.10912341201719794,-2.9129140802378006e-08,1.3271570235878898e-08,4.488031021452433e-08,-2.3270065597041973e-08,0.20421843297400566,3.1502488990116486,0.0,10.0,0.2593504061809804,0.10662933757186228,0.06186414937548128,0.015242105006757151,0.001757693318196803,0.002445016946878613,0.20421843297400566,3.1502488990116486,0,0.31333918055065796,-3.1359509834997126,0.31333918055065796,-3.1359509834997126
2.400000000000001,0.25097561467888374,0.10951678584675248,-2.7312234520490197e-08,2.4668749127968404e-08,4.255330365482013e-08,-3.997074121686657e-08,0.20581031454104018,3.1327247118959574,0.0,10.0,0.32735828695046043,0.09507567265201518,0.006373491766619256,-0.011070088914409375,0.0011105215493602844,0.0007749222549354055,0.20581031454104018,3.1327247118959574,0,0.31532428960355097,3.1358046940594715,0.31532428960355097,3.1358046940594715
2.500000000000001,0.2619272932635589,0.10990988596415183,-2.437932950334968e-08,1.2829166423258839e-08,3.855622953313348e-08,-2.2078185421026247e-08,0.20610142534542847,3.096266692258354,0.0,10.0,0.28616853655644037,0.11246263116035819,-0.06160025263242627,0.015151867108391216,-0.00026173129926597915,-0.0013223225801279053,0.20610142534542847,3.096266692258354,0,0.3159376806999836,3.1120301704675932,0.3159376806999836,3.1120301704675932
